"claim_id","probabilities"
65469,0
65470,0.02
65471,0
65472,0
65473,0.01
65474,0
65475,0
65476,0
65477,0.01
65478,0.03
65479,0.02
65480,0
65481,0.05
65482,0
65483,0.01
65484,0.02
65485,0.01
65486,0.01
65487,0.02
65488,0
65489,0
65490,0
65491,0
65492,0
65493,0
65494,0.02
65495,0.11
65496,0
65497,0.01
65498,0
65499,0.04
65500,0.06
65501,0
65502,0.01
65503,0
65504,0
65505,0.02
65506,0.02
65507,0
65508,0.05
65509,0.01
65510,0
65511,0.02
65512,0.03
65513,0.04
65514,0.02
65515,0.03
65516,0.01
65517,0
65518,0.03
65519,0
65520,0
65521,0
65522,0
65523,0
65524,0.03
65525,0.01
65526,0.01
65527,0
65528,0.02
65529,0.01
65530,0.02
65531,0
65532,0
65533,0.02
65534,0.01
65535,0.02
65536,0
65537,0
65538,0.01
65539,0
65540,0.03
65541,0.03
65542,0
65543,0
65544,0
65545,0.02
65546,0.01
65547,0.01
65548,0
65549,0
65550,0
65551,0.01
65552,0
65553,0.01
65554,0.01
65555,0.01
65556,0.04
65557,0.14
65558,0
65559,0.04
65560,0
65561,0.04
65562,0
65563,0
65564,0
65565,0
65566,0.04
65567,0
65568,0.15
65569,0.04
65570,0.01
65571,0.01
65572,0.02
65573,0.01
65574,0
65575,0
65576,0
65577,0.04
65578,0.02
65579,0.01
65580,0.05
65581,0
65582,0.01
65583,0
65584,0
65585,0.01
65586,0
65587,0
65588,0.01
65589,0.01
65590,0.01
65591,0.02
65592,0
65593,0
65594,0
65595,0
65596,0
65597,0.01
65598,0.01
65599,0
65600,0
65601,0
65602,0.03
65603,0.02
65604,0
65605,0
65606,0
65607,0.02
65608,0.01
65609,0
65610,0.01
65611,0
65612,0
65613,0
65614,0
65615,0
65616,0.01
65617,0.01
65618,0.01
65619,0.01
65620,0.01
65621,0.01
65622,0
65623,0
65624,0.01
65625,0.04
65626,0
65627,0
65628,0
65629,0
65630,0
65631,0
65632,0.01
65633,0
65634,0
65635,0
65636,0
65637,0.02
65638,0.01
65639,0
65640,0.08
65641,0.01
65642,0
65643,0.01
65644,0
65645,0
65646,0.04
65647,0
65648,0.02
65649,0
65650,0
65651,0.01
65652,0.02
65653,0
65654,0.01
65655,0.02
65656,0.01
65657,0.01
65658,0.01
65659,0
65660,0
65661,0
65662,0.04
65663,0
65664,0
65665,0.03
65666,0.05
65667,0
65668,0
65669,0
65670,0.01
65671,0
65672,0.02
65673,0
65674,0.02
65675,0
65676,0
65677,0
65678,0.03
65679,0
65680,0
65681,0.01
65682,0
65683,0
65684,0
65685,0.01
65686,0
65687,0.03
65688,0.01
65689,0
65690,0.01
65691,0
65692,0.03
65693,0
65694,0.01
65695,0.03
65696,0
65697,0
65698,0.02
65699,0.02
65700,0
65701,0
65702,0
65703,0.01
65704,0.01
65705,0.02
65706,0
65707,0
65708,0.01
65709,0
65710,0.21
65711,0
65712,0.01
65713,0.02
65714,0.02
65715,0
65716,0.12
65717,0.02
65718,0
65719,0
65720,0.08
65721,0.03
65722,0.03
65723,0
65724,0
65725,0.01
65726,0.05
65727,0
65728,0.01
65729,0
65730,0
65731,0
65732,0
65733,0
65734,0
65735,0.06
65736,0
65737,0
65738,0.02
65739,0.27
65740,0
65741,0.04
65742,0
65743,0
65744,0
65745,0.01
65746,0.02
65747,0.02
65748,0.01
65749,0.04
65750,0
65751,0
65752,0
65753,0.01
65754,0
65755,0.02
65756,0.02
65757,0
65758,0
65759,0
65760,0.02
65761,0
65762,0
65763,0
65764,0.03
65765,0
65766,0
65767,0.03
65768,0
65769,0.09
65770,0
65771,0.07
65772,0.02
65773,0
65774,0.03
65775,0
65776,0.01
65777,0
65778,0
65779,0.03
65780,0.01
65781,0
65782,0
65783,0
65784,0
65785,0.01
65786,0
65787,0.03
65788,0.01
65789,0.02
65790,0
65791,0.01
65792,0.01
65793,0
65794,0
65795,0
65796,0.02
65797,0
65798,0.01
65799,0.01
65800,0.01
65801,0.05
65802,0
65803,0.03
65804,0
65805,0
65806,0.01
65807,0
65808,0
65809,0
65810,0
65811,0
65812,0.01
65813,0.03
65814,0.04
65815,0.01
65816,0
65817,0.04
65818,0.01
65819,0
65820,0
65821,0
65822,0.01
65823,0
65824,0
65825,0
65826,0.01
65827,0.02
65828,0
65829,0
65830,0.01
65831,0
65832,0.01
65833,0
65834,0.07
65835,0.01
65836,0.01
65837,0
65838,0.01
65839,0
65840,0.01
65841,0
65842,0
65843,0.02
65844,0
65845,0
65846,0
65847,0.03
65848,0
65849,0.01
65850,0.04
65851,0.03
65852,0.04
65853,0.02
65854,0.09
65855,0
65856,0.01
65857,0.01
65858,0
65859,0
65860,0.02
65861,0.07
65862,0.03
65863,0
65864,0.02
65865,0.01
65866,0
65867,0
65868,0.04
65869,0
65870,0
65871,0.01
65872,0
65873,0.03
